stock,date,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,cap,size
weys,12-18-2020,-,-,-0.50,11.60%,9.76M,-2.34%,154.76M,-,-,0.00%,6.09M,-11.01%,-4.80M,-,-,25.60%,0.93%,0.76%,220.30M,0.70,26.10%,-3.59%,3.79,-26.12%,19.40,0.82,-,-1.80%,26.00,-39.98%,0.91,17.39,-,-2.40%,15.13 - 26.72,-40.11%,0.96,30.95,3.70%,9.60%,-40.72%,0.61,6.06%,2.10,-1.10%,40.60%,4.69%,0.82,486,4.90,-35.50%,-1.80%,37.85,5.12% 4.79%,No,0.03,-190.70%,-2.20%,2.22,16.09,Yes,0.00,Nov 03 AMC,-,14.91K,15.84,-,-7.11%,-6.88%,-13.19%,"33,092",-1.55%,small,154760000.0
wf,12-18-2020,-,5.55,4.94,57.00%,240.67M,0.44%,6.46B,5.49,4.99,0.00%,96.98M,-0.83%,1.19B,-,-,1.40%,0.03%,23.84%,8.85B,0.73,-2.50%,4.40%,1.37,20.46%,85.09,0.32,-0.60%,0.30%,-,-9.01%,196.90,0.14,-3.50%,5.90%,15.54 - 30.39,-9.52%,1.73,7.02,38.40%,6.80%,-9.90%,0.74,6.32%,-,2.80%,-,76.19%,0.68,14011,-,-15.60%,53.50%,50.71,2.69% 2.12%,No,2.18,-8.80%,13.30%,0.92,27.29,Yes,2.18,-,0.00%,22.40K,27.38,3.00,-1.13%,3.29%,21.12%,"20,535",0.33%,large,6460000000.0
wfc,12-18-2020,S&P 500,81.13,0.37,0.12%,4.13B,-0.56%,126.91B,14.54,2.08,0.00%,4.13B,7.56%,1.61B,-,0.60,69.40%,0.99%,28.10%,52.92B,2.40,-6.00%,-0.43%,1.07,19.10%,38.82,0.78,489.77%,0.10%,33.60,-43.85%,104.75,0.29,-3.89%,1.00%,20.76 - 54.03,-43.90%,0.40,4.13,-0.20%,10.30%,-44.15%,1.26,1.33%,-,6.80%,-,45.38%,0.83,274900,-,-34.50%,50.70%,62.62,1.80% 2.61%,Yes,1.35,-54.70%,3.00%,0.54,29.75,Yes,1.35,Jan 15 BMO,431.20%,38.19M,30.18,2.40,2.63%,14.92%,15.78%,"20,642,346",1.45%,large,126910000000.0
wgo,12-18-2020,-,19.40,3.09,3.50%,33.61M,-7.80%,2.00B,9.96,6.02,-15.00%,32.03M,7.79%,104.80M,1.29,1.39,91.70%,9.56%,13.16%,2.56B,0.78,-47.90%,-2.81%,3.66,-9.13%,25.93,2.31,2.03%,6.40%,76.00,13.52%,8.17,7.33,15.00%,12.80%,16.94 - 72.65,13.14%,0.48,14.39,3.80%,7.30%,-17.49%,2.10,0.80%,1.70,19.30%,14.60%,253.84%,2.83,5505,2.50,34.80%,6.80%,51.63,4.43% 4.67%,Yes,0.00,289.20%,4.10%,1.38,62.88,Yes,0.59,Dec 18 BMO,14.10%,836.20K,59.94,1.50,-0.59%,10.09%,13.17%,"1,151,292",-4.68%,large,2000000000.0
wh,12-18-2020,-,-,-0.67,1.20%,93.30M,6.03%,5.52B,26.60,2.24,-7.74%,91.47M,3.52%,-61.00M,-,0.04,96.20%,2.08%,16.71%,1.50B,3.68,2.70%,0.45%,2.91,35.52%,10.32,5.76,123.05%,-1.30%,62.18,-5.00%,7.92,7.50,0.50%,-5.80%,14.50 - 63.31,-5.37%,0.32,149.08,-,7.70%,-6.11%,-,0.54%,3.00,13.20%,42.80%,309.93%,1.74,14200,3.00,-39.80%,2.30%,62.69,3.00% 2.85%,Yes,2.94,-38.10%,-4.10%,1.04,58.33,Yes,2.92,Oct 28 AMC,-,653.49K,59.44,1.60,4.14%,8.81%,26.85%,"679,112",1.90%,large,5520000000.0
whd,12-18-2020,-,32.96,0.79,0.20%,47.51M,-1.44%,2.00B,48.28,0.54,-35.15%,47.31M,6.06%,49.30M,-,0.06,-,1.40%,38.67%,420.70M,4.76,173.10%,-0.24%,1.87,29.77%,7.39,3.53,-20.94%,5.90%,28.18,-23.82%,3.56,7.31,-,14.40%,8.16 - 35.28,-24.04%,0.36,15.53,-,44.70%,-26.11%,-,1.38%,6.80,-,33.90%,219.49%,1.10,1100,8.60,-62.80%,23.20%,53.31,3.21% 3.99%,Yes,0.02,-79.80%,11.70%,0.77,25.82,Yes,0.01,Nov 04 AMC,34.50%,354.84K,26.07,2.10,-1.62%,11.63%,29.71%,"271,460",0.97%,large,2000000000.0
whf,12-18-2020,-,8.67,1.57,5.20%,20.55M,1.95%,279.63M,10.01,1.36,0.00%,-,0.44%,-,1.67,0.31,44.04%,-,39.14%,62.26M,4.49,-19.10%,-,0.84,34.13%,15.31,0.89,10.60%,-,14.00,0.33%,-,-,5.19%,-,5.44 - 14.43,0.55%,1.42,-,-0.73%,-,-5.68%,-,10.43%,-,-,-,150.00%,0.34,-,-,-7.10%,-,56.39,2.10% 2.16%,No,-,215.60%,-,0.91,13.48,Yes,-,Nov 09 BMO,-,80.37K,13.61,1.80,-0.79%,8.90%,32.09%,"73,468",0.96%,small,279630000.0
whg,12-18-2020,-,-,-1.21,5.60%,7.83M,5.38%,124.99M,-,-,5.60%,7.42M,14.53%,-9.20M,-,-,67.10%,0.90%,30.04%,66.60M,1.88,-77.80%,-3.31%,2.11,-0.68%,16.16,0.90,-,-5.90%,-,-50.00%,9.00,1.61,-,-6.80%,9.42 - 30.04,-51.05%,-,-,-27.30%,0.80%,-51.73%,1.47,-,8.30,-5.80%,-,53.93%,0.75,165,8.30,-22.10%,-11.30%,61.38,5.18% 5.10%,Yes,0.00,-,-13.80%,0.83,15.21,Yes,0.00,Oct 28 AMC,-,31.70K,14.50,-,9.87%,19.44%,-0.22%,"26,406",-4.67%,small,124990000.0
whlm,12-18-2020,-,-,-2.00,17.80%,5.16M,8.51%,23.87M,-,-,-1.58%,3.29M,22.40%,-10.30M,-,-,47.40%,0.51%,42.99%,47.90M,0.50,-674.60%,-8.50%,0.64,9.29%,3.08,1.49,-,-31.60%,-,-21.54%,0.96,4.77,-,-57.60%,2.32 - 12.92,10.87%,-,-,-45.50%,-19.20%,-64.47%,0.55,-,1.10,-0.30%,27.70%,97.84%,0.38,114,1.10,-39.00%,-19.40%,61.92,14.66% 9.56%,No,0.23,113.30%,-21.50%,0.88,4.68,Yes,0.09,-,-,26.06K,4.59,-,8.13%,23.10%,22.42%,"22,880",-1.82%,small,23870000.0
whlr,12-18-2020,-,-,-1.59,11.00%,9.70M,1.47%,27.28M,-,-,20.38%,7.69M,0.36%,-15.40M,-,-,45.30%,9.05%,-10.06%,61.80M,0.44,28.20%,-4.08%,17.44,45.79%,-2.63,-,-,-3.20%,-,73.12%,0.71,3.90,-,68.90%,0.64 - 3.90,68.90%,-,1.82,30.80%,3.40%,-28.97%,3.35,-,-,33.60%,69.30%,332.81%,0.15,47,-,-3.80%,27.50%,49.67,5.30% 5.07%,No,-,52.90%,-25.00%,1.81,2.71,Yes,-,-,-,39.86K,2.77,-,1.45%,-3.38%,27.77%,"72,189",2.21%,small,27280000.0
whr,12-18-2020,S&P 500,12.19,14.80,0.45%,62.60M,-4.78%,11.08B,9.52,18.95,-13.46%,62.26M,-6.87%,940.00M,60.97,5.93,98.00%,6.73%,-1.47%,19.04B,0.58,765.20%,-4.43%,5.98,39.72%,53.85,3.35,6.35%,4.50%,207.38,21.58%,57.49,3.14,0.20%,27.60%,64.00 - 207.30,22.34%,5.00,7.81,19.00%,15.70%,-12.93%,1.89,2.77%,0.80,0.50%,18.60%,182.02%,5.00,77000,1.00,3.90%,7.00%,40.74,2.66% 2.64%,Yes,2.08,12.50%,4.60%,0.76,184.39,Yes,1.47,Oct 21 AMC,34.60%,701.06K,180.49,2.90,-3.19%,-5.22%,17.43%,"530,477",-2.12%,large,11080000000.0
wia,12-18-2020,-,33.27,0.41,0.66%,29.15M,3.40%,397.64M,-,-,0.00%,-,6.81%,-,-,-,76.17%,-,15.04%,15.47M,25.71,-,-,0.21,18.03%,12.96,1.05,-,-,-,14.85%,-,-,-,-,8.73 - 13.57,15.60%,0.35,-,-,-,0.52%,-,2.57%,-,-,-,56.24%,0.26,-,-,-14.60%,-,66.34,3.02% 1.76%,No,-,-,-,0.83,13.02,No,-,-,-,73.35K,13.64,-,4.15%,8.63%,16.00%,"60,672",4.72%,small,397640000.0
wifi,12-18-2020,-,-,-0.42,1.10%,44.51M,-0.70%,550.01M,-,-0.25,-6.39%,42.59M,-10.42%,-18.60M,-,-0.07,85.90%,7.48%,24.71%,241.40M,2.28,-707.30%,-4.62%,7.60,-6.33%,1.86,6.84,34.20%,-2.90%,19.66,18.88%,1.26,10.07,-,-21.40%,6.66 - 15.92,16.16%,-,-,15.60%,-1.40%,-20.10%,1.51,-,0.60,17.20%,30.00%,90.99%,0.66,411,0.60,-9.10%,-4.40%,46.22,4.89% 4.91%,Yes,2.07,-,-7.70%,0.61,12.28,Yes,2.05,Nov 09 AMC,-,418.92K,12.72,1.60,-7.08%,3.91%,2.20%,"253,679",3.58%,small,550010000.0
wilc,12-18-2020,-,17.48,1.23,58.00%,13.43M,3.43%,280.47M,-,-,0.00%,2.73M,10.96%,16.30M,1.17,-,12.20%,0.04%,10.50%,139.20M,2.01,106.70%,-5.05%,0.17,37.33%,13.25,1.62,-,9.40%,10.00,83.93%,8.66,2.47,15.00%,10.20%,8.75 - 21.50,79.16%,-,27.50,21.80%,6.80%,-0.42%,0.66,-,12.60,3.80%,33.30%,144.68%,0.57,162,14.00,17.30%,13.90%,63.65,3.81% 2.49%,No,0.01,108.70%,11.70%,2.00,21.29,Yes,0.00,Nov 10 BMO,0.00%,7.12K,21.41,-,5.96%,7.51%,29.12%,"14,268",0.56%,small,280470000.0
wimi,12-18-2020,-,21.49,0.27,-,69.87M,-9.43%,402.45M,33.88,0.17,-,7.48M,-1.37%,15.60M,-,-,1.30%,4.62%,7.66%,48.80M,8.25,14.60%,242.36%,0.13,65.99%,-,-,88.89%,-,8.00,-,0.28,20.43,-,-,3.20 - 29.50,4.73%,-,18.29,-,21.50%,-80.47%,-,-,1.50,-,54.20%,79.72%,0.38,122,1.50,6.80%,35.40%,43.21,5.83% 5.33%,Yes,0.21,-72.60%,32.00%,0.30,5.86,Yes,0.04,-,0.00%,2.73M,5.76,3.00,-5.60%,-4.05%,-7.02%,"819,785",-1.71%,small,402450000.0
wina,12-18-2020,-,24.11,7.71,4.70%,3.73M,0.45%,698.61M,-,-,-21.96%,2.91M,2.88%,30.20M,-,-,71.20%,1.75%,9.88%,67.10M,10.41,8.00%,2.72%,3.53,8.56%,-2.37,-,-,63.80%,-,-4.73%,5.00,37.16,-,-269.60%,112.99 - 211.23,-4.63%,1.00,16.92,15.30%,81.50%,-12.04%,0.75,0.54%,1.90,3.70%,96.70%,64.45%,4.77,98,1.90,-7.10%,60.00%,53.89,1.72% 2.18%,No,-,8.20%,45.00%,0.29,185.25,Yes,-,Oct 14,10.00%,14.42K,185.80,-,-0.15%,4.68%,17.68%,"4,133",0.30%,small,698610000.0
wing,12-18-2020,-,120.50,1.10,0.30%,29.64M,-5.44%,3.92B,93.35,1.42,-49.51%,29.54M,2.78%,32.80M,5.43,0.23,-,9.56%,-1.85%,238.70M,16.41,-6.00%,-3.55%,5.51,-2.69%,-6.19,-,15.82%,16.90%,147.88,62.54%,1.63,81.29,22.20%,-16.60%,42.60 - 163.60,59.73%,0.56,103.93,17.00%,37.10%,-18.98%,1.21,0.42%,1.40,24.20%,80.40%,211.13%,4.91,784,1.40,28.30%,23.50%,47.57,3.68% 3.62%,Yes,-,69.80%,13.70%,0.66,136.33,Yes,-,Nov 02 BMO,42.40%,512.03K,132.55,2.10,-1.50%,3.94%,6.79%,"335,578",-2.77%,large,3920000000.0
wint,12-18-2020,-,-,-2.29,0.30%,16.58M,-3.02%,82.29M,-,-1.84,7.24%,3.39M,-17.79%,-32.50M,-,-0.45,4.40%,2.91%,-6.73%,0.00M,-,89.20%,196.84%,5.86,-25.65%,4.57,1.12,12.40%,-27.10%,-,-44.84%,-,-,-,-42.70%,4.00 - 14.97,-59.76%,-,-,64.30%,-28.20%,-65.73%,0.10,-,3.80,-41.30%,-,28.25%,0.40,31,3.80,-,-,36.78,8.97% 6.76%,No,0.24,18.10%,-,1.13,5.11,Yes,0.23,-,-,16.86K,5.13,1.00,-11.60%,-17.79%,-32.42%,"19,062",0.39%,small,82290000.0
wire,12-18-2020,-,20.09,3.02,3.67%,20.55M,6.90%,1.24B,18.09,3.35,0.00%,19.88M,15.75%,62.50M,2.01,0.69,91.50%,1.61%,28.82%,1.20B,1.03,-25.90%,0.50%,2.80,27.27%,39.60,1.53,4.59%,7.00%,59.00,4.74%,10.62,5.71,10.00%,7.90%,38.01 - 60.43,5.52%,0.08,40.35,9.20%,6.90%,0.23%,1.05,0.13%,5.00,1.80%,14.30%,59.35%,1.44,1380,5.90,5.80%,6.60%,75.83,3.14% 2.49%,Yes,0.00,30.50%,5.20%,1.23,60.37,Yes,0.00,Oct 27 AMC,2.60%,114.13K,60.57,1.50,7.66%,15.61%,24.19%,"139,984",0.33%,large,1240000000.0
wisa,12-18-2020,-,-,-6.88,4.90%,7.71M,19.59%,27.86M,-,-1.16,-0.25%,6.87M,36.15%,-13.20M,-,-0.36,4.10%,6.83%,80.61%,1.80M,15.48,85.30%,4.20%,0.18,56.64%,1.20,2.95,50.00%,-141.10%,-,-71.90%,1.16,3.06,-,-253.30%,1.72 - 14.40,-70.98%,-,-,-,-,-75.42%,-,-,5.20,-,-0.20%,105.81%,0.31,38,6.50,50.00%,-,62.72,15.24% 9.48%,No,0.10,85.80%,-,0.08,3.70,Yes,0.09,Nov 12 AMC,-,2.63M,3.54,2.00,19.23%,33.84%,29.94%,"205,043",-4.32%,small,27860000.0
wish,12-18-2020,-,-,-2.83,1.40%,611.82M,-12.89%,11.16B,-,-,0.00%,339.21M,-,-,-,-,59.71%,-,-,2.32B,4.80,34.60%,-,-,-,-14.74,-,-,-,-,-,1.79,10.20,-,-,17.50 - 24.75,-9.03%,-,-,-,10.10%,-26.30%,-,-,1.00,-,65.90%,4.23%,2.12,828,1.00,33.20%,-,-,8.21% -,Yes,-,-,-,0.51,17.58,No,-,-,-,15.47M,18.24,-,-12.34%,-12.34%,-12.34%,"7,827,373",3.75%,large,11160000000.0
wit,12-18-2020,-,24.67,0.23,79.00%,5.69B,1.25%,29.99B,22.24,0.25,0.00%,1.69B,8.03%,1.31B,2.74,0.06,2.40%,0.80%,20.73%,8.30B,3.61,11.20%,-1.82%,8.41,68.15%,1.46,3.87,5.83%,11.50%,4.64,50.27%,1.05,5.39,9.00%,16.80%,2.52 - 5.74,50.67%,0.01,21.15,4.80%,12.40%,-1.57%,0.60,0.25%,2.60,5.40%,29.30%,124.21%,0.12,180000,2.60,-0.10%,17.80%,66.92,1.17% 1.96%,Yes,0.15,0.70%,15.80%,0.65,5.64,Yes,0.02,Oct 13 BMO,325.50%,1.61M,5.65,4.20,4.41%,9.17%,38.41%,"1,047,018",0.18%,large,29990000000.0
wiw,12-18-2020,-,46.65,0.27,-,61.18M,2.99%,759.29M,-,-,-,-,4.46%,-,-,-,71.68%,-,10.21%,34.29M,22.14,-,-,0.04,12.61%,12.37,1.00,-,-,-,7.17%,-,-,-,-,8.24 - 12.29,7.54%,0.37,-,-,-,0.98%,-,2.98%,-,-,-,50.61%,0.11,-,-,-18.60%,-,78.75,0.84% 0.94%,No,-,-,-,1.16,12.25,Yes,-,-,-,119.04K,12.41,-,2.70%,5.40%,11.77%,"138,392",1.31%,small,759290000.0
wix,12-18-2020,-,-,-3.26,1.67%,55.36M,-7.05%,14.00B,6096.59,0.04,0.00%,54.67M,0.09%,-175.30M,-,-0.12,88.60%,3.58%,-7.23%,910.80M,15.37,-120.30%,1.61%,3.18,-8.39%,4.83,51.75,108.00%,-13.20%,323.11,95.97%,17.82,14.03,-0.80%,-78.70%,76.81 - 319.34,104.25%,-,97.31,-2.70%,-14.60%,-21.73%,1.42,-,1.80,39.90%,70.40%,225.42%,10.59,2433,1.80,29.20%,-17.50%,42.61,4.21% 4.21%,Yes,3.08,-200.70%,-19.20%,0.51,256.88,Yes,3.08,Nov 12 BMO,-,616.52K,249.96,1.70,-4.41%,-3.74%,7.62%,"313,785",-2.69%,large,14000000000.0
wk,12-18-2020,-,-,-1.16,3.60%,48.84M,-0.98%,4.41B,-,-0.11,-15.89%,36.26M,21.92%,-57.10M,-,0.00,85.00%,8.33%,61.73%,338.00M,13.05,9.40%,4.88%,9.83,66.28%,1.63,56.21,-650.00%,-8.70%,79.29,111.30%,10.89,8.42,-,-80.00%,22.01 - 93.74,117.88%,-,224.98,4.10%,-12.60%,-2.26%,1.47,-,2.40,21.50%,73.50%,316.27%,2.66,1580,2.40,18.70%,-14.00%,73.73,2.29% 3.28%,Yes,3.82,46.60%,-16.90%,1.18,91.16,Yes,3.80,Nov 04 AMC,-,307.56K,91.62,2.10,8.87%,25.73%,68.62%,"363,286",0.50%,large,4410000000.0
wkey,12-18-2020,-,-,-,-,14.37M,13.08%,101.86M,-,-,-,6.15M,15.66%,-,-,-,0.52%,0.57%,13.08%,18.21M,5.59,-,-,0.14,2.46%,-,-,-,-,-,-,-,-,-,-,3.90 - 18.49,-39.61%,-,-,-,-,-61.65%,-,-,-,-,-,81.79%,0.80,-,-,-35.60%,-,61.10,20.77% 12.24%,No,-,-,-,0.63,6.96,Yes,-,-,-,253.01K,7.09,-,17.11%,20.58%,-2.93%,"159,517",1.87%,small,101860000.0
wkhs,12-18-2020,-,-,-2.48,3.40%,120.53M,-12.96%,2.36B,-,-0.38,-40.96%,111.84M,-21.60%,-210.10M,-,-0.06,33.10%,27.30%,-21.13%,0.70M,3369.38,21.70%,68.82%,1.73,-5.40%,-0.11,-,82.50%,-310.20%,24.00,544.30%,0.67,29.41,-,602.00%,1.32 - 30.99,550.66%,-,-,-3.60%,-102.90%,-36.17%,3.61,-,0.70,16.20%,-,1404.18%,1.98,81,0.80,13162.30%,-,41.50,7.71% 7.67%,Yes,-,-351.00%,-,0.74,21.27,Yes,-,Nov 09 BMO,-,17.61M,19.78,2.10,-8.36%,-6.29%,39.66%,"12,999,790",-7.01%,large,2360000000.0
wldn,12-18-2020,-,-,-0.64,0.70%,11.99M,0.07%,507.07M,18.33,2.28,-17.46%,11.28M,6.08%,-7.30M,-,0.51,84.90%,5.73%,54.33%,423.50M,1.20,-60.00%,2.49%,10.43,68.89%,14.12,2.95,82.00%,-1.80%,42.33,30.35%,0.92,45.27,-,-4.40%,17.92 - 45.56,31.21%,-,20.12,-19.50%,3.20%,-8.47%,1.55,-,1.30,32.60%,32.60%,132.70%,2.30,1451,1.30,-11.10%,-1.20%,56.37,5.69% 5.67%,Yes,0.68,502.50%,-1.70%,1.57,40.94,Yes,0.60,Nov 05 AMC,-,61.95K,41.70,1.30,4.29%,15.30%,50.14%,"97,199",1.86%,small,507070000.0
wlfc,12-18-2020,-,13.00,2.34,18.20%,5.97M,-6.85%,180.32M,-,-,-3.07%,1.96M,-7.84%,14.30M,0.87,-,41.50%,1.82%,63.68%,316.40M,0.57,59.10%,16.17%,2.78,38.39%,61.00,0.50,-,0.70%,-,-48.06%,15.46,1.97,15.00%,4.00%,14.11 - 61.97,-48.29%,-,1.30,64.10%,4.20%,-50.85%,1.25,-,-,18.50%,90.90%,115.88%,2.59,218,-,-41.40%,10.30%,42.36,7.02% 8.52%,No,4.02,-90.70%,4.50%,1.46,33.50,Yes,4.02,-,0.00%,12.82K,30.46,-,-14.95%,1.56%,29.43%,"18,770",-9.07%,small,180320000.0
wlk,12-18-2020,-,36.35,2.25,0.50%,127.70M,0.04%,10.48B,25.31,3.22,-12.56%,34.16M,6.06%,288.00M,2.88,0.60,28.00%,2.98%,31.08%,7.42B,1.41,-57.30%,-4.22%,3.32,50.50%,46.59,1.75,59.60%,2.10%,75.44,18.14%,9.47,8.61,12.60%,4.90%,28.99 - 84.90,16.32%,1.08,21.98,-8.50%,5.90%,-3.89%,1.49,1.32%,2.10,13.00%,12.80%,181.48%,2.32,9430,2.80,-8.10%,4.80%,57.01,2.73% 2.75%,Yes,0.62,-63.50%,3.90%,0.49,81.33,Yes,0.62,Nov 03 BMO,47.00%,307.55K,81.60,2.70,0.33%,6.92%,38.90%,"150,896",0.33%,large,10480000000.0
wlkp,12-18-2020,-,12.24,1.95,0.10%,35.20M,5.91%,851.09M,11.38,2.09,5.93%,19.24M,12.19%,68.50M,1.33,0.51,58.50%,0.65%,28.59%,993.80M,0.86,15.50%,-1.52%,1.87,25.41%,14.82,1.61,6.89%,5.00%,24.00,-6.14%,0.65,36.53,9.18%,13.20%,10.31 - 26.48,-9.77%,1.89,2.45,28.60%,38.00%,-9.97%,1.24,7.93%,6.60,-9.00%,40.00%,131.23%,0.79,2169,6.70,-7.20%,37.30%,68.94,4.93% 3.28%,Yes,0.77,24.20%,6.90%,5.14,23.25,Yes,0.77,Nov 03 BMO,96.50%,66.72K,23.84,2.20,9.02%,16.87%,24.46%,"342,875",2.54%,small,851090000.0
wll,12-18-2020,-,-,-344.50,0.10%,38.05M,-2.42%,937.50M,18.00,1.39,82.93%,37.76M,10.72%,-4072.70M,-,-0.18,82.10%,3.44%,54.61%,900.70M,1.04,-170.90%,-11.76%,2.32,-56.02%,32.31,0.77,141.60%,-90.50%,-,-93.00%,0.37,68.43,-,-297.80%,12.36 - 430.01,-93.11%,-,2.61,-26.60%,-0.80%,-94.19%,4.47,-,0.60,-12.30%,72.40%,102.32%,1.67,505,0.60,-51.20%,-,57.32,5.08% 7.16%,Yes,0.00,-,-,0.66,25.41,Yes,0.33,Nov 05 AMC,-,560.04K,25.00,2.40,1.33%,21.21%,-33.36%,"371,874",-1.61%,small,937500000.0
wltw,12-18-2020,S&P 500,24.85,8.48,0.30%,130.00M,0.89%,26.78B,17.43,12.09,0.00%,128.54M,-1.59%,1.10B,4.38,5.04,94.10%,6.44%,0.29%,9.28B,2.89,52.50%,-1.26%,9.14,7.16%,80.88,2.60,5.03%,2.90%,225.31,3.13%,12.96,16.26,5.68%,10.30%,143.34 - 220.97,4.33%,2.84,25.02,8.70%,6.80%,-4.66%,0.81,1.35%,1.00,18.90%,-,46.98%,5.21,45000,1.00,1.00%,14.70%,54.00,2.22% 2.48%,Yes,0.53,65.30%,11.50%,0.66,206.14,Yes,0.44,Oct 29 BMO,32.50%,906.08K,210.68,2.50,0.72%,3.22%,6.10%,"599,159",2.20%,large,26780000000.0
wm,12-18-2020,S&P 500,33.29,3.54,0.10%,422.60M,1.45%,49.52B,25.55,4.62,-24.30%,421.77M,-1.43%,1.51B,7.60,1.09,79.20%,0.77%,4.46%,15.00B,3.30,-11.70%,0.73%,2.24,12.35%,16.93,6.97,15.46%,5.70%,128.80,3.25%,1.67,70.44,4.38%,21.60%,85.34 - 126.79,3.48%,2.30,40.13,7.00%,10.40%,-6.99%,0.74,1.95%,1.20,2.00%,47.70%,38.19%,1.73,44900,1.20,-2.70%,15.80%,52.90,1.26% 1.51%,Yes,1.46,-20.30%,10.00%,0.62,116.93,Yes,1.43,Nov 02 BMO,60.40%,1.45M,117.93,2.40,1.04%,0.71%,8.54%,"889,618",0.86%,large,49520000000.0
wmb,12-18-2020,S&P 500,105.53,0.19,0.15%,1.21B,-3.37%,24.34B,16.79,1.19,0.00%,1.21B,-4.07%,231.00M,21.11,0.31,89.50%,1.91%,6.76%,7.73B,3.15,543.10%,1.00%,2.46,5.08%,9.91,2.02,77.41%,0.50%,24.88,-14.64%,0.06,347.77,5.00%,1.70%,8.41 - 24.17,-15.47%,1.60,17.16,-24.60%,3.90%,-17.05%,1.64,7.98%,0.70,1.40%,78.80%,138.41%,0.62,4812,0.80,-3.30%,12.70%,40.99,2.14% 2.93%,Yes,1.86,39.90%,2.80%,0.73,19.94,Yes,1.82,Nov 02 AMC,888.50%,9.43M,20.05,1.90,-6.15%,-2.20%,3.41%,"6,844,225",0.55%,large,24340000000.0
wmc,12-18-2020,-,-,-5.60,0.30%,60.74M,-5.78%,201.73M,10.62,0.31,13.10%,60.31M,5.16%,-326.70M,-,0.08,33.20%,7.45%,63.00%,-285.72M,-,126.70%,-7.12%,4.35,29.88%,4.08,0.80,-44.48%,-20.30%,2.00,-68.41%,0.44,7.34,5.00%,-243.80%,1.37 - 11.33,-68.44%,0.24,-,-12.50%,1.40%,-71.23%,2.09,7.36%,-,9.60%,-,137.96%,0.16,1,-,50.70%,-,52.46,4.11% 4.82%,Yes,12.74,164.90%,-,0.53,3.25,Yes,12.74,Nov 05 AMC,-,1.03M,3.26,3.30,-3.68%,14.88%,29.01%,"543,876",0.31%,small,201730000.0
wmg,12-18-2020,-,-,-0.93,7.80%,510.00M,-0.08%,19.67B,38.22,0.99,-22.56%,76.73M,29.66%,-475.00M,-,0.18,92.10%,9.38%,34.86%,4.46B,4.41,-285.50%,0.83%,7.84,29.44%,-0.12,-,59.55%,-7.60%,33.60,-,1.07,35.57,45.86%,318.30%,25.61 - 39.19,26.13%,0.48,578.55,-39.20%,-9.40%,-3.06%,-,1.26%,0.60,8.50%,47.70%,48.34%,1.62,5500,0.60,0.20%,-5.90%,74.45,2.89% 5.09%,Yes,-,-101.10%,-10.60%,0.85,37.99,Yes,-,Nov 23 BMO,-,918.13K,37.99,2.40,10.42%,23.16%,26.84%,"783,646",0.00%,large,19670000000.0
wmk,12-18-2020,-,10.86,4.40,39.40%,26.90M,1.70%,1.27B,-,-,0.00%,16.30M,0.65%,118.40M,-,-,41.50%,12.55%,-1.67%,3.99B,0.32,7.20%,0.58%,23.62,-2.45%,42.18,1.13,-,6.90%,-,18.40%,9.01,5.31,-,10.80%,32.44 - 59.39,18.08%,1.24,16.45,4.60%,6.00%,-19.50%,0.18,2.59%,1.10,5.00%,26.80%,47.38%,1.16,23000,2.00,14.40%,4.00%,49.32,1.92% 2.56%,Yes,0.00,118.80%,3.00%,0.93,48.10,Yes,0.00,-,28.20%,86.58K,47.81,-,-0.40%,0.43%,-1.66%,"80,353",-0.60%,large,1270000000.0
wms,12-18-2020,-,40.99,2.04,0.70%,69.84M,2.46%,5.90B,27.98,2.99,-89.38%,55.72M,18.28%,143.70M,2.16,0.47,89.10%,2.63%,29.54%,1.82B,3.25,-363.30%,1.79%,3.24,71.24%,9.73,8.59,17.14%,6.10%,81.80,112.67%,2.89,28.92,19.00%,25.30%,22.13 - 84.00,115.19%,0.36,18.52,-2.26%,-6.60%,-0.50%,1.37,0.43%,1.70,7.20%,34.50%,277.68%,2.34,4950,2.50,-40.20%,15.20%,72.50,2.10% 3.28%,Yes,1.40,127.20%,7.90%,0.60,83.27,Yes,1.36,Nov 05 BMO,17.40%,451.37K,83.58,2.00,6.97%,17.32%,55.13%,"270,477",0.37%,large,5900000000.0
